#DateTime,Succeeded,IsCodeInsight
2005-07-23 10:58:55
2006-10-07 10:41:50
2006-10-07 10:42:14
2006-10-07 10:46:44
2006-10-07 10:47:25
2006-10-07 10:47:40
2006-10-15 19:01:30
2006-10-15 19:01:44
2006-10-15 19:02:11
2006-10-15 19:03:22
2006-10-15 19:05:38
2006-10-15 19:18:31
2006-10-15 19:54:05
2006-10-15 19:59:25
2006-10-15 20:50:06
2006-10-15 20:50:30
2006-10-15 20:51:19
2006-10-15 20:56:41
2006-10-15 20:56:44
2006-10-15 20:57:00
2006-10-15 21:00:20
2006-10-15 21:07:05
2006-10-15 21:07:56
2006-11-12 09:26:25.772
2006-11-12 09:27:14.672
2006-11-12 09:28:03.442
2006-11-12 09:29:42.194
2006-11-12 09:29:49.835
2006-11-12 09:30:10.275
2006-11-12 09:41:07.029,1,0
2006-11-12 09:41:07.850,1,1
2006-11-12 09:41:10.053,1,1
2006-11-12 09:46:22.903,1,0
2006-12-26 13:08:38.476,0,0
2006-12-26 13:08:43.122,0,0
2006-12-26 13:08:51.705,0,0
2006-12-26 13:08:54.208,0,0
2006-12-26 13:09:04.032,0,0
2006-12-26 13:09:05.534,1,1
2006-12-26 13:09:21.618,0,0
2006-12-26 13:09:24.161,0,0
2006-12-26 13:11:02.412,0,0
2006-12-26 13:11:36.672,1,1
2006-12-26 13:12:12.533,1,1
2006-12-26 13:12:16.359,1,0
2006-12-26 13:13:31.216,1,1
2006-12-26 13:13:32.548,1,1
2006-12-26 13:14:00.699,1,0
2006-12-26 13:14:07.709,1,0
2006-12-26 17:20:37.205,1,0
2006-12-26 17:20:53.068,1,0
2006-12-26 17:30:53.682,1,0
2006-12-30 23:00:16.523,1,0
2007-01-10 18:59:18.170,1,0
2007-01-27 11:26:58.943,1,0
2007-03-25 18:00:50.823,0,0
2007-03-25 18:01:27.195,0,0
2007-03-25 18:01:58.290,1,0
2007-03-25 18:02:37.576,1,0
2007-03-25 18:02:41.322,1,0
2007-04-21 15:10:47.159,1,0
2007-04-21 20:22:48.339,0,0
2007-04-21 20:23:21.757,1,1
2007-04-21 20:23:59.381,0,0
2007-04-21 20:24:13.411,1,0
2007-04-22 20:53:19.234,1,0
2007-12-24 14:24:25.225,0,1
2007-12-24 14:25:08.197,0,1
2007-12-24 14:25:22.247,0,0
2007-12-24 14:25:32.742,0,0
2007-12-24 14:25:45.841,0,0
2007-12-24 14:25:58.569,0,0
2007-12-24 14:26:06.611,1,0
2007-12-24 14:26:39.007,1,0
2007-12-24 14:38:04.253,1,0
2008-07-19 12:02:54.792,0,0
2008-07-19 12:05:33.971,1,1
2008-07-19 12:05:56.553,1,1
2008-07-19 12:06:32.575,0,0
2008-07-19 12:08:04.998,1,0
2008-07-19 12:09:14.147,1,0
